  8   14 O   14 008596.250	0.116
  9   14 F   14 035060       430
  4   15 Be  15 053460       540
  5   15 B   15 031103.021     24.014
  6   15 C   15 010599.256	0.858
  7   15 N   15 000108.89823	0.00075
  8   15 O   15 003065.617	0.526
  9   15 F   15 018009.103    143.632
  4   16 Be  16 061920       540
  5   16 B   16 039808.829     64.412
  6   16 C   16 014701.252	3.840
  7   16 N   16 006101.658	2.815
  8   16 O   15 994914.61956	0.00016
  9   16 F   16 011465.724	8.932
 10   16 Ne  16 025761.262     21.986
  5   17 B   17 046989.906    183.440
  6   17 C   17 022586.116     18.653
  7   17 N   17 008450.261     16.116
  8   17 O   16 999131.703	0.118
  9   17 F   17 002095.237	0.266
 10   17 Ne  17 017671.504     28.934
  5   18 B   18 056170       860
  6   18 C   18 026759.354     32.213
  7   18 N   18 014078.959     19.946
  8   18 O   17 999161.001	0.666
  9   18 F   18 000937.956	0.573
 10   18 Ne  18 005708.213	0.300
 11   18 Na  18 025969.000     54.000
  5   19 B   19 063730       430
  6   19 C   19 034805.018    105.627
  7   19 N   19 017028.697     17.622
  8   19 O   19 003580.130	3.032
  9   19 F   18 998403.224	0.074
 10   19 Ne  19 001880.248	0.307
 11   19 Na  19 013877.499     12.882
 12   19 Mg  19 035470.000    270.000
  6   20 C   20 040319.754    256.749
  7   20 N   20 023365.807     59.678
  8   20 O   20 004076.742	1.160
  9   20 F   19 999981.315	0.081
 10   20 Ne  19 992440.17542	0.00192
 11   20 Na  20 007351.328	7.151
 12   20 Mg  20 018862.545     28.985
  6   21 C   21 049340       540
  7   21 N   21 027108.240    102.035
  8   21 O   21 008655.886     12.899
  9   21 F   20 999948.951	1.933
 10   21 Ne  20 993846.684	0.041
 11   21 Na  20 997655.206	0.751
 12   21 Mg  21 011712.910     17.621
 13   21 Al  21 028040       320
  6   22 C   22 057200       970
  7   22 N   22 034394.934    206.349
  8   22 O   22 009966.947     61.110
  9   22 F   22 002998.815     13.310
 10   22 Ne  21 991385.113	0.018
 11   22 Na  21 994436.425	0.445
 12   22 Mg  21 999573.843	1.440
 13   22 Al  22 019520       100
 14   22 Si  22 034530       215
  7   23 N   23 041220       320
  8   23 O   23 015687.659    130.829
  9   23 F   23 003574.631     85.390
 10   23 Ne  22 994466.904	0.112
 11   23 Na  22 989769.28087	0.00293
 12   23 Mg  22 994123.669	1.380
 13   23 Al  23 007267.432     20.019
 14   23 Si  23 025520       210
  7   24 N   24 051040       430
  8   24 O   24 020472.917    253.616
  9   24 F   24 008115.485     77.598
 10   24 Ne  23 993610.779	0.420
 11   24 Na  23 990962.782	0.082
 12   24 Mg  23 985041.699	0.013
 13   24 Al  23 999938.865	2.986
 14   24 Si  24 011545.616     20.904
 15   24 P   24 034350       540
  7   25 N   25 060660       540
  8   25 O   25 029460       275
  9   25 F   25 012101.747    105.462
 10   25 Ne  24 997736.888     27.529
 11   25 Na  24 989953.968	1.288
 12   25 Mg  24 985836.917	0.034
 13   25 Al  24 990428.095	0.510
 14   25 Si  25 004105.574     10.735
 15   25 P   25 020260       210
  8   26 O   26 038340       275
  9   26 F   26 019615.555    178.835
 10   26 Ne  26 000461.206     28.743
 11   26 Na  25 992633.000	6.260
 12   26 Mg  25 982592.929	0.029
 13   26 Al  25 986891.692	0.064
 14   26 Si  25 992329.921	3.220
 15   26 P   26 011780       210
 16   26 S   26 027880       320
  8   27 O   27 048260       540
  9   27 F   27 026760.086    404.391
 10   27 Ne  27 007589.903    118.501
 11   27 Na  26 994076.788	3.760
 12   27 Mg  26 984340.585	0.052
 13   27 Al  26 981538.627	0.124
 14   27 Si  26 986704.905	0.162
 15   27 P   26 999230.236     28.277
 16   27 S   27 018833       217
  8   28 O   28 057810       640
  9   28 F   28 035670       550
 10   28 Ne  28 012071.575    157.465
 11   28 Na  27 998938.000     14.000
 12   28 Mg  27 983876.825	2.151
 13   28 Al  27 981910.306	0.140
 14   28 Si  27 976926.53246	0.00194
 15   28 P   27 992314.761	3.564
 16   28 S   28 004372.763    171.767
 17   28 Cl  28 028510       540
  9   29 F   29 043260       620
 10   29 Ne  29 019385.933    288.429
 11   29 Na  29 002861.000     14.000
 12   29 Mg  28 988600.000     15.000
 13   29 Al  28 980445.046	1.294
 14   29 Si  28 976494.700	0.022
 15   29 P   28 981800.606	0.644
 16   29 S   28 996608.049     53.677
 17   29 Cl  29 014110       210
  9   30 F   30 052500       640
 10   30 Ne  30 024801.045    612.708
 11   30 Na  30 008976.000     27.000
 12   30 Mg  29 990434.000	9.000
 13   30 Al  29 982960.256     15.077
 14   30 Si  29 973770.171	0.032
 15   30 P   29 978313.789	0.336
 16   30 S   29 984903.249	3.224
 17   30 Cl  30 004770       210
 18   30 Ar  30 021560       320
  9   31 F   31 060429       641
 10   31 Ne  31 033110       970
 11   31 Na  31 013585.452    226.862
 12   31 Mg  30 996546.000     13.000
 13   31 Al  30 983946.619     21.839
 14   31 Si  30 975363.227	0.042
 15   31 P   30 973761.629	0.196
 16   31 S   30 979554.728	1.617
 17   31 Cl  30 992413.086     53.677
 18   31 Ar  31 012123       221
 10   32 Ne  32 040020       860
 11   32 Na  32 020466.560    382.372
 12   32 Mg  31 998975.000     19.000
 13   32 Al  31 988124.489     92.270
 14   32 Si  31 974148.082	0.053
 15   32 P   31 973907.274	0.200
 16   32 S   31 972070.999	0.148
 17   32 Cl  31 985689.901	7.077
 18   32 Ar  31 997637.984	1.910
 19   32 K   32 021920       540
 10   33 Ne  33 049380       860
 11   33 Na  33 026719.756    939.350
 12   33 Mg  33 005254.000     21.000
 13   33 Al  32 990843.336     78.095
 14   33 Si  32 978000.220     16.951
 15   33 P   32 971725.543	1.179
 16   33 S   32 971458.759	0.146
 17   33 Cl  32 977451.887	0.492
 18   33 Ar  32 989925.709	0.476
 19   33 K   33 007260       210
 10   34 Ne  34 057028       867
 11   34 Na  34 035170       964
 12   34 Mg  34 009456.424    248.414
 13   34 Al  33 996851.837    121.351
 14   34 Si  33 978575.524     15.155
 15   34 P   33 973636.257	5.371
 16   34 S   33 967866.902	0.115
 17   34 Cl  33 973762.819	0.192
 18   34 Ar  33 980271.244	0.413
 19   34 K   33 998410       320
 20   34 Ca  34 014120       320
 11   35 Na  35 042493      1016
 12   35 Mg  35 017340       430
 13   35 Al  34 999860.235    187.984
 14   35 Si  34 984583.575     41.236
 15   35 P   34 973314.117	2.003
 16   35 S   34 969032.161	0.107
 17   35 Cl  34 968852.682	0.040
 18   35 Ar  34 975257.585	0.801
 19   35 K   34 988009.692     21.472
 20   35 Ca  35 004940       210
 11   36 Na  36 051480      1022
 12   36 Mg  36 023000       540
 13   36 Al  36 006207.204    230.475
 14   36 Si  35 986599.477    132.534
 15   36 P   35 978259.680     14.078
 16   36 S   35 967080.760	0.202
 17   36 Cl  35 968306.981	0.076
 18   36 Ar  35 967545.105	0.028
 19   36 K   35 981292.235	8.352
 20   36 Ca  35 993087.063     42.942
 21   36 Sc  36 014920       540
 11   37 Na  37 059340      1029
 12   37 Mg  37 031400       970
 13   37 Al  37 010677.820    355.307
 14   37 Si  36 992936.080    181.062
 15   37 P   36 979608.946     40.738
 16   37 S   36 971125.567	0.213
 17   37 Cl  36 965902.591	0.050
 18   37 Ar  36 966776.320	0.220
 19   37 K   36 973375.889	0.100
 20   37 Ca  36 985870.269     24.006
 21   37 Sc  37 003050       320
 12   38 Mg  38 037570       540
 13   38 Al  38 017231.021    784.242
 14   38 Si  37 995633.601    147.579
 15   38 P   37 984156.827    110.988
 16   38 S   37 971163.317	7.699
 17   38 Cl  37 968010.425	0.102
 18   38 Ar  37 962732.394	0.362
 19   38 K   37 969081.184	0.479
 20   38 Ca  37 976318.452	4.891
 21   38 Sc  37 994700       320
 22   38 Ti  38 009770       270
 12   39 Mg  39 046772       551
 13   39 Al  39 022970.000   1580.000
 14   39 Si  39 002070.013    362.874
 15   39 P   38 986179.475    111.017
 16   39 S   38 975134.306     53.677
 17   39 Cl  38 968008.164	1.859
 18   39 Ar  38 964313.231	5.371
 19   39 K   38 963706.679	0.204
 20   39 Ca  38 970719.725	1.998
 21   39 Sc  38 984790.002     25.766
 22   39 Ti  39 001610       220
 12   40 Mg  40 053930       970
 13   40 Al  40 031450       750
 14   40 Si  40 005869.121    596.927
 15   40 P   39 991296.951    149.330
 16   40 S   39 975451.728    151.685
 17   40 Cl  39 970415.472     34.423
 18   40 Ar  39 962383.12251	0.00286
 19   40 K   39 963998.475	0.206
 20   40 Ca  39 962590.983	0.224
 21   40 Sc  39 977967.407	3.044
 22   40 Ti  39 990498.838    171.767
 23   40 V   40 011090       540
 13   41 Al  41 038330       860
 14   41 Si  41 014560.000   1980.000
 15   41 P   40 994335.435    232.132
 16   41 S   40 979582.149    126.970
 17   41 Cl  40 970684.525     73.777
 18   41 Ar  40 964500.611	0.356
 19   41 K   40 961825.762	0.208
 20   41 Ca  40 962278.062	0.260
 21   41 Sc  40 969251.125	0.241
 22   41 Ti  40 983145       107
 23   41 V   40 999780       220
 13   42 Al  42 046890       970
 14   42 Si  42 019790       540
 15   42 P   42 001007.913    479.701
 16   42 S   41 981022.419    133.350
 17   42 Cl  41 973254.804    154.332
 18   42 Ar  41 963045.736	6.200
 19   42 K   41 962402.810	0.237
 20   42 Ca  41 958618.014	0.267
 21   42 Sc  41 965516.429	0.289
 22   42 Ti  41 973030.902	5.852
 23   42 V   41 991230       210
 24   42 Cr  42 006430       320
 14   43 Si  43 028660       750
 15   43 P   43 006190.000   1040.000
 16   43 S   42 987154.790    216.805
 17   43 Cl  42 974054.403    168.951
 18   43 Ar  42 965636.056	5.700
 19   43 K   42 960715.540	9.607
 20   43 Ca  42 958766.628	0.323
 21   43 Sc  42 961150.658	2.011
 22   43 Ti  42 968522.499	7.410
 23   43 V   42 980650       250
 24   43 Cr  42 997710       235
 14   44 Si  44 035260       860
 15   44 P   44 012990       750
 16   44 S   43 990213.390    423.557
 17   44 Cl  43 978281.071    115.973
 18   44 Ar  43 964924.033	1.712
 19   44 K   43 961556.804     38.410
 20   44 Ca  43 955481.754	0.403
 21   44 Sc  43 959402.752	1.896
 22   44 Ti  43 959690.069	0.784
 23   44 V   43 974110.000    130.000
 24   44 Cr  43 985549        54
 25   44 Mn  44 006870       540
 15   45 P   45 019220       860
 16   45 S   44 996508.112   1870.519
 17   45 Cl  44 980286.886    132.857
 18   45 Ar  44 968039.956	0.586
 19   45 K   44 960699.493     11.009
 20   45 Ca  44 956186.566	0.442
 21   45 Sc  44 955911.909	0.898
 22   45 Ti  44 958125.616	1.051
 23   45 V   44 965775.808     18.281
 24   45 Cr  44 979640.000    540.000
 25   45 Mn  44 994510       320
 26   45 Fe  45 014578       238
 15   46 P   46 027380       970
 16   46 S   46 000750       750
 17   46 Cl  45 984210.040    770.095
 18   46 Ar  45 968094.129     43.898
 19   46 K   45 961976.864     16.688
 20   46 Ca  45 953692.587	2.443
 21   46 Sc  45 955171.890	0.905
 22   46 Ti  45 952631.555	0.894
 23   46 V   45 960200.481	1.102
 24   46 Cr  45 968358.635     21.465
 25   46 Mn  45 986720       120
 26   46 Fe  46 000810       380
 16   47 S   47 008590       860
 17   47 Cl  46 988710       640
 18   47 Ar  46 972186.792    107.443
 19   47 K   46 961678.473	8.549
 20   47 Ca  46 954546.006	2.429
 21   47 Sc  46 952407.508	2.178
 22   47 Ti  46 951763.088	0.882
 23   47 V   46 954908.940	0.897
 24   47 Cr  46 962900.046     15.067
 25   47 Mn  46 976100       170
 26   47 Fe  46 992890       280
 27   47 Co  47 011490       540
 16   48 S   48 014170       970
 17   48 Cl  47 994950       750
 18   48 Ar  47 974540       320
 19   48 K   47 965513.535     25.878
 20   48 Ca  47 952534.177	4.382
 21   48 Sc  47 952231.468	5.797
 22   48 Ti  47 947946.281	0.882
 23   48 V   47 952253.707	2.738
 24   48 Cr  47 954031.716	7.921
 25   48 Mn  47 968520.000    120.000
 26   48 Fe  47 980504        75
 27   48 Co  48 001760       430
 28   48 Ni  48 019750       540
 16   49 S   49 023619      1022
 17   49 Cl  49 000320       860
 18   49 Ar  48 980520       540
 19   49 K   48 967450.928     75.276
 20   49 Ca  48 955674.148	4.386
 21   49 Sc  48 950023.975	4.291
 22   49 Ti  48 947869.982	0.882
 23   49 V   48 948516.101	1.246
 24   49 Cr  48 951335.721	2.594
 25   49 Mn  48 959618.005     25.775
 26   49 Fe  48 973610       160
 27   49 Co  48 989720       280
 28   49 Ni  49 009660       430
 17   50 Cl  50 007840       970
 18   50 Ar  49 984430       750
 19   50 K   49 972783.355    298.916
 20   50 Ca  49 957518.962	9.949
 21   50 Sc  49 952187.685     16.688
 22   50 Ti  49 944791.194	0.883
 23   50 V   49 947158.485	1.078
 24   50 Cr  49 946044.205	1.074
 25   50 Mn  49 954238.230	1.101
 26   50 Fe  49 962988.982     64.416
 27   50 Co  49 981540       180
 28   50 Ni  49 995930       280
 17   51 Cl  51 014490      1070
 18   51 Ar  50 991630       750
 19   51 K   50 976380       540
 20   51 Ca  50 961499.214    100.691
 21   51 Sc  50 953603.368     21.913
 22   51 Ti  50 946614.955	1.027
 23   51 V   50 943959.507	1.075
 24   51 Cr  50 944767.431	1.075
 25   51 Mn  50 948210.787	1.071
 26   51 Fe  50 956819.538     16.120
 27   51 Co  50 970720       160
 28   51 Ni  50 987720       280
 18   52 Ar  51 996780       970
 19   52 K   51 982610       750
 20   52 Ca  51 965100.000    750.000
 21   52 Sc  51 956675.468    207.485
 22   52 Ti  51 946897.311	7.642
 23   52 V   51 944775.479	1.083
 24   52 Cr  51 940507.472	0.835
 25   52 Mn  51 945565.464	2.104
 26   52 Fe  51 948113.875	7.028
 27   52 Co  51 963590        70
 28   52 Ni  51 975680        90
 29   52 Cu  51 997180       280
 18   53 Ar  53 004940      1070
 19   53 K   52 987120       750
 20   53 Ca  52 970050       540
 21   53 Sc  52 959610       320
 22   53 Ti  52 949727.171    107.409
 23   53 V   52 944337.979	3.427
 24   53 Cr  52 940649.386	0.828
 25   53 Mn  52 941290.117	0.876
 26   53 Fe  52 945307.942	1.903
 27   53 Co  52 954218.896     19.334
 28   53 Ni  52 968470       170
 29   53 Cu  52 985550       280
 19   54 K   53 994200       970
 20   54 Ca  53 974350       750
 21   54 Sc  53 963264.561    397.359
 22   54 Ti  53 951052.401    133.889
 23   54 V   53 946439.854     16.124
 24   54 Cr  53 938880.395	0.821
 25   54 Mn  53 940358.854	1.355
 26   54 Fe  53 939610.501	0.740
 27   54 Co  53 948459.635	0.770
 28   54 Ni  53 957905.495     53.681
 29   54 Cu  53 976710       230
 30   54 Zn  53 992950       430
 19   55 K   54 999710      1070
 20   55 Ca  54 980550       750
 21   55 Sc  54 968243.949    790.106
 22   55 Ti  54 955265.056    163.288
 23   55 V   54 947233.701    107.357
 24   55 Cr  54 940839.672	0.845
 25   55 Mn  54 938045.141	0.729
 26   55 Fe  54 938293.357	0.735
 27   55 Co  54 941999.029	0.783
 28   55 Ni  54 951330.251     11.827
 29   55 Cu  54 966050       320
 30   55 Zn  54 983980       270
 20   56 Ca  55 985570       970
 21   56 Sc  55 972870       750
 22   56 Ti  55 958199.639    210.361
 23   56 V   55 950530.966    219.281
 24   56 Cr  55 940653.139	2.000
 25   56 Mn  55 938904.910	0.737
 26   56 Fe  55 934937.475	0.735
 27   56 Co  55 939839.278	2.269
 28   56 Ni  55 942132.022     11.886
 29   56 Cu  55 958560       150
 30   56 Zn  55 972380       280
 31   56 Ga  55 994910       280
 20   57 Ca  56 992356      1074
 21   57 Sc  56 977790       750
 22   57 Ti  56 963989.137    488.917
 23   57 V   56 952561.432    250.113
 24   57 Cr  56 943613.013	2.000
 25   57 Mn  56 938285.378	1.985
 26   57 Fe  56 935393.969	0.736
 27   57 Co  56 936291.373	0.765
 28   57 Ni  56 939793.526	1.947
 29   57 Cu  56 949211.078     16.808
 30   57 Zn  56 964788       110
 31   57 Ga  56 982930       280
 21   58 Sc  57 983710       860
 22   58 Ti  57 966970       750
 23   58 V   57 956834.136    266.164
 24   58 Cr  57 944353.129    217.840
 25   58 Mn  57 939981.549     32.215
 26   58 Fe  57 933275.558	0.755
 27   58 Co  57 935752.814	1.341
 28   58 Ni  57 935342.907	0.653
 29   58 Cu  57 944538.499	1.677
 30   58 Zn  57 954591.555     53.681
 31   58 Ga  57 974250       230
 32   58 Ge  57 991010       340
 21   59 Sc  58 989220       970
 22   59 Ti  58 972930       750
 23   59 V   58 960207.407    329.983
 24   59 Cr  58 948586.367    262.302
 25   59 Mn  58 940440.237     32.212
 26   59 Fe  58 934875.464	0.764
 27   59 Co  58 933195.048	0.669
 28   59 Ni  58 934346.705	0.652
 29   59 Cu  58 939498.028	0.845
 30   59 Zn  58 949263.764     39.879
 31   59 Ga  58 963370       180
 32   59 Ge  58 981750       300
 21   60 Sc  59 995710       970
 22   60 Ti  59 976760       860
 23   60 V   59 965026.862    509.624
 24   60 Cr  59 950076.033    229.090
 25   60 Mn  59 942911.246     92.399
 26   60 Fe  59 934071.683	3.718
 27   60 Co  59 933817.059	0.674
 28   60 Ni  59 930786.372	0.651
 29   60 Cu  59 937365.030	1.810
 30   60 Zn  59 941827.035     11.332
 31   60 Ga  59 957060       120
 32   60 Ge  59 970190       250
 33   60 As  59 993130       640
 22   61 Ti  60 983200       970
 23   61 V   60 968480       430
 24   61 Cr  60 954717.204    273.332
 25   61 Mn  60 944652.638    244.676
 26   61 Fe  60 936745.281     21.480
 27   61 Co  60 932475.763	0.996
 28   61 Ni  60 931056.033	0.651
 29   61 Cu  60 933457.821	1.050
 30   61 Zn  60 939510.635     17.474
 31   61 Ga  60 949446.287     56.450
 32   61 Ge  60 963790       320
 33   61 As  60 980620       640
 22   62 Ti  61 987490       970
 23   62 V   61 973780       540
 24   62 Cr  61 956613.190    361.776
 25   62 Mn  61 948428.220    239.494
 26   62 Fe  61 936767.442     15.554
 27   62 Co  61 934050.563     21.480
 28   62 Ni  61 928345.115	0.641
 29   62 Cu  61 932583.745	4.403
 30   62 Zn  61 934329.764     10.760
 31   62 Ga  61 944175.238     29.914
 32   62 Ge  61 954650       150
 33   62 As  61 973200       320
 22   63 Ti  62 994420      1070
 23   63 V   62 977550       640
 24   63 Cr  62 961860       320
 25   63 Mn  62 950239.990    277.341
 26   63 Fe  62 940369.091    180.497
 27   63 Co  62 933611.611     21.480
 28   63 Ni  62 929669.374	0.641
 29   63 Cu  62 929597.474	0.641
 30   63 Zn  62 933211.566	1.699
 31   63 Ga  62 939294.196	1.400
 32   63 Ge  62 949640       210
 33   63 As  62 963690       540
 23   64 V   63 983470       750
 24   64 Cr  63 964410       430
 25   64 Mn  63 954249.090    286.363
 26   64 Fe  63 941201.265    296.902
 27   64 Co  63 935809.908     21.480
 28   64 Ni  63 927965.959	0.654
 29   64 Cu  63 929764.183	0.644
 30   64 Zn  63 929142.222	0.733
 31   64 Ga  63 936838.747	2.168
 32   64 Ge  63 941653.000     34.000
 33   64 As  63 957572       384
 23   65 V   64 987920       860
 24   65 Cr  64 970160       540
 25   65 Mn  64 956336.065    576.165
 26   65 Fe  64 945380.270    261.148
 27   65 Co  64 936478.460     14.112
 28   65 Ni  64 930084.304	0.668
 29   65 Cu  64 927789.485	0.728
 30   65 Zn  64 929240.984	0.734
 31   65 Ga  64 932734.754	0.894
 32   65 Ge  64 939436.406    107.356
 33   65 As  64 949564       324
 34   65 Se  64 964660       640
 24   66 Cr  65 973380       640
 25   66 Mn  65 961080       430
 26   66 Fe  65 946780.638    324.897
 27   66 Co  65 939762.004    270.642
 28   66 Ni  65 929139.334	1.500
 29   66 Cu  65 928868.813	0.733
 30   66 Zn  65 926033.419	0.987
 31   66 Ga  65 931589.010	3.368
 32   66 Ge  65 933843.453     32.382
 33   66 As  65 944710.000    730.000
 34   66 Se  65 955210       320
 24   67 Cr  66 979550       750
 25   67 Mn  66 964140       540
 26   67 Fe  66 950947.244    446.132
 27   67 Co  66 940889.529    341.665
 28   67 Ni  66 931569.414	3.100
 29   67 Cu  66 927730.314	1.300
 30   67 Zn  66 927127.345	1.005
 31   67 Ga  66 928201.703	1.364
 32   67 Ge  66 932734.070	5.008
 33   67 As  66 939186.071    107.471
 34   67 Se  66 950090       210
 35   67 Br  66 964790       540
 25   68 Mn  67 969300       640
 26   68 Fe  67 953700.000    750.000
 27   68 Co  67 944873.058    341.665
 28   68 Ni  67 931868.789	3.200
 29   68 Cu  67 929610.889	1.700
 30   68 Zn  67 924844.154	1.025
 31   68 Ga  67 927980.084	1.646
 32   68 Ge  67 928094.240	6.684
 33   68 As  67 936769.069     46.555
 34   68 Se  67 941798.000     35.000
 35   68 Br  67 958516       384
 25   69 Mn  68 972840       860
 26   69 Fe  68 958780       540
 27   69 Co  68 946320.000    360.000
 28   69 Ni  68 935610.269	4.000
 29   69 Cu  68 929429.269	1.500
 30   69 Zn  68 926550.281	1.039
 31   69 Ga  68 925573.587	1.292
 32   69 Ge  68 927964.533	1.421
 33   69 As  68 932273.675     33.511
 34   69 Se  68 939557.817     36.975
 35   69 Br  68 950106       113
 36   69 Kr  68 965180       430
 26   70 Fe  69 961460       640
 27   70 Co  69 951000.000    900.000
 28   70 Ni  69 936500.000    371.231
 29   70 Cu  69 932392.343	1.700
 30   70 Zn  69 925319.274	2.095
 31   70 Ga  69 926021.972	1.296
 32   70 Ge  69 924247.381	1.102
 33   70 As  69 930924.826     53.688
 34   70 Se  69 933390.644     66.111
 35   70 Br  69 944792       329
 36   70 Kr  69 955259       413
 26   71 Fe  70 966720       860
 27   71 Co  70 952900.000    900.000
 28   71 Ni  70 940736.283    395.102
 29   71 Cu  70 932676.833	1.600
 30   71 Zn  70 927721.599     10.938
 31   71 Ga  70 924701.349	1.092
 32   71 Ge  70 924950.954	1.100
 33   71 As  70 927112.428	4.518
 34   71 Se  70 932241.822     33.909
 35   71 Br  70 938740.000    610.000
 36   71 Kr  70 949625.738    700.082
 37   71 Rb  70 965320       540
 26   72 Fe  71 969620       860
 27   72 Co  71 957810       640
 28   72 Ni  71 942092.682    468.521
 29   72 Cu  71 935820.307	1.500
 30   72 Zn  71 926857.951	6.533
 31   72 Ga  71 926366.268	1.091
 32   72 Ge  71 922075.815	1.755
 33   72 As  71 926752.283	4.721
 34   72 Se  71 927112.352     12.943
 35   72 Br  71 936644.572     63.994
 36   72 Kr  71 942092.038	8.580
 37   72 Rb  71 959080       540
 27   73 Co  72 960240       750
 28   73 Ni  72 946470       320
 29   73 Cu  72 936675.282	4.200
 30   73 Zn  72 929779.104     42.978
 31   73 Ga  72 925174.682	1.800
 32   73 Ge  72 923458.945	1.755
 33   73 As  72 923824.844	4.216
 34   73 Se  72 926765.345     11.475
 35   73 Br  72 931691.524     54.525
 36   73 Kr  72 939289.195	7.061
 37   73 Rb  72 950561       161
 38   73 Sr  72 965970       640
 27   74 Co  73 965380       860
 28   74 Ni  73 948070       430
 29   74 Cu  73 939874.862	6.600
 30   74 Zn  73 929458.609     50.604
 31   74 Ga  73 926945.762	4.000
 32   74 Ge  73 921177.767	1.754
 33   74 As  73 923928.692	2.521
 34   74 Se  73 922476.436	1.798
 35   74 Br  73 929891.034     16.203
 36   74 Kr  73 933084.369	2.189
 37   74 Rb  73 944264.751	3.945
 38   74 Sr  73 956310       540
 27   75 Co  74 968330       860
 28   75 Ni  74 952870       430
 29   75 Cu  74 941900.000   1050.000
 30   75 Zn  74 932936.741     75.824
 31   75 Ga  74 926500.246	2.600
 32   75 Ge  74 922858.948	1.756
 33   75 As  74 921596.478	1.951
 34   75 Se  74 922523.368	1.797
 35   75 Br  74 925776.207     15.288
 36   75 Kr  74 930945.746	8.700
 37   75 Rb  74 938570.000	8.000
 38   75 Sr  74 949949.568    236.315
 28   76 Ni  75 955330       970
 29   76 Cu  75 945275.026	7.200
 30   76 Zn  75 933293.570     85.909
 31   76 Ga  75 928827.626	2.100
 32   76 Ge  75 921402.557	1.772
 33   76 As  75 922394.021	1.953
 34   76 Se  75 919213.597	1.772
 35   76 Br  75 924541.469     10.163
 36   76 Kr  75 925910.078	4.328
 37   76 Rb  75 935072.226	2.000
 38   76 Sr  75 941766.782     40.000
 39   76 Y   75 958450       540
 28   77 Ni  76 960550       540
 29   77 Cu  76 947850       430
 30   77 Zn  76 936958.967    128.851
 31   77 Ga  76 929154.300	2.600
 32   77 Ge  76 923548.591	1.824
 33   77 As  76 920647.286	2.473
 34   77 Se  76 919914.038	1.773
 35   77 Br  76 921379.082	3.499
 36   77 Kr  76 924670.000	2.100
 37   77 Rb  76 930408.000	8.000
 38   77 Sr  76 937944.782     10.000
 39   77 Y   76 949645        67
 28   78 Ni  77 963180      1180
 29   78 Cu  77 951960       430
 30   78 Zn  77 938440.216     96.653
 31   78 Ga  77 931608.180	2.600
 32   78 Ge  77 922852.739	4.189
 33   78 As  77 921827.281     10.665
 34   78 Se  77 917309.090	1.776
 35   78 Br  77 921145.706	4.229
 36   78 Kr  77 920364.783	1.153
 37   78 Rb  77 928141.000	8.000
 38   78 Sr  77 932180.000	8.000
 39   78 Y   77 943610       430
 40   78 Zr  77 955230       540
 29   79 Cu  78 954560       540
 30   79 Zn  78 942652       278
 31   79 Ga  78 932893.260    105.357
 32   79 Ge  78 925400.995     96.209
 33   79 As  78 920947.934	6.023
 34   79 Se  78 918499.098	1.782
 35   79 Br  78 918337.087	2.165
 36   79 Kr  78 920082.431	4.182
 37   79 Rb  78 923989.460	6.427
 38   79 Sr  78 929708.000	9.000
 39   79 Y   78 937351.634    483.178
 40   79 Zr  78 949160       430
 29   80 Cu  79 960870       640
 30   80 Zn  79 944342.348    184.704
 31   80 Ga  79 936515.781    132.362
 32   80 Ge  79 925372.392     30.394
 33   80 As  79 922533.816     25.047
